pig_age_days,avg_weight,feed_quantity,number_of_feeding_per_day,feeding_time_1,feeding_time_2,feeding_time_3,pen_capacity,pen_status,growth_stage,feed_type,device_code,repeat_days
124,67.99,5.15,3,7:08 am,12:18 pm,17:17 pm,5,active,hog grower,hog grower,auto_feeder_v1,everyday
52,29.46,3.33,3,6:24 am,12:46 pm,17:58 pm,15,active,hog starter,hog starter,auto_feeder_v1,everyday
153,83.43,5.62,3,7:32 am,11:38 am,17:01 pm,5,active,hog finisher,hog finisher,auto_feeder_v2,everyday
143,79.43,6.74,3,5:27 am,12:17 pm,18:03 pm,14,active,hog finisher,hog finisher,manual,everyday
96,52.38,4.49,3,7:42 am,12:57 pm,18:24 pm,15,inactive,hog grower,hog grower,manual,everyday
93,50.33,5.08,3,7:37 am,12:47 pm,17:09 pm,17,active,hog grower,hog grower,manual,everyday
99,53.55,3.85,3,7:50 am,12:55 pm,16:25 pm,12,active,hog grower,hog grower,auto_feeder_v1,everyday
130,70.21,3.66,3,5:57 am,12:57 pm,18:22 pm,5,inactive,hog grower,hog grower,auto_feeder_v2,everyday
94,52.35,4.01,3,6:25 am,12:39 pm,17:23 pm,7,inactive,hog grower,hog grower,manual,everyday
164,89.51,5.91,3,5:19 am,12:37 pm,16:28 pm,12,active,hog finisher,hog finisher,auto_feeder_v2,everyday
154,85.71,6.93,3,5:15 am,12:06 pm,18:12 pm,12,active,hog finisher,hog finisher,auto_feeder_v1,everyday
34,17.8,1.36,3,7:30 am,11:58 am,18:55 pm,10,inactive,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
128,71.3,4.5,3,5:24 am,11:25 am,17:51 pm,7,active,hog grower,hog grower,auto_feeder_v2,everyday
38,21.49,1.46,3,7:03 am,12:33 pm,16:32 pm,17,inactive,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
141,78.39,6.97,3,6:41 am,11:01 am,17:03 pm,14,active,hog finisher,hog finisher,manual,everyday
147,81.32,6.32,3,6:34 am,11:07 am,18:49 pm,12,active,hog finisher,hog finisher,manual,everyday
79,44.06,2.82,3,6:13 am,11:53 am,16:38 pm,20,active,hog starter,hog starter,auto_feeder_v2,everyday
32,16.71,1.21,3,6:37 am,12:36 pm,18:16 pm,17,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
51,28.78,3.27,3,6:31 am,12:45 pm,18:51 pm,20,active,hog starter,hog starter,auto_feeder_v1,everyday
163,89.16,6.33,3,7:06 am,11:31 am,18:02 pm,10,active,hog finisher,hog finisher,manual,everyday
149,82.95,6.86,3,6:22 am,11:14 am,17:54 pm,15,active,hog finisher,hog finisher,auto_feeder_v2,everyday
40,23.43,1.75,3,5:40 am,11:38 am,18:12 pm,7,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
135,75.39,5.82,3,6:18 am,11:24 am,17:43 pm,7,active,hog finisher,hog finisher,manual,everyday
120,66.42,4.8,3,6:26 am,12:40 pm,17:51 pm,16,active,hog grower,hog grower,auto_feeder_v2,everyday
159,87.21,6.24,3,6:49 am,11:10 am,18:25 pm,11,active,hog finisher,hog finisher,manual,everyday
144,80.36,6.04,3,5:56 am,11:07 am,18:40 pm,20,active,hog finisher,hog finisher,auto_feeder_v1,everyday
111,59.68,3.62,3,6:37 am,11:44 am,18:11 pm,9,active,hog grower,hog grower,auto_feeder_v1,everyday
81,44.1,5.41,3,6:23 am,11:11 am,16:04 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
155,85.08,6.28,3,5:26 am,11:56 am,18:42 pm,9,active,hog finisher,hog finisher,manual,everyday
103,57.15,4.07,3,6:33 am,11:32 am,16:38 pm,7,inactive,hog grower,hog grower,auto_feeder_v1,everyday
131,72.16,6.37,3,7:13 am,12:17 pm,17:06 pm,16,active,hog finisher,hog finisher,auto_feeder_v1,everyday
99,53.09,4.71,3,5:59 am,12:14 pm,18:37 pm,10,active,hog grower,hog grower,auto_feeder_v2,everyday
124,69.18,4.77,3,7:17 am,12:47 pm,16:24 pm,17,active,hog grower,hog grower,auto_feeder_v2,everyday
82,45.2,3.91,3,7:28 am,12:12 pm,17:42 pm,7,inactive,hog grower,hog grower,manual,everyday
169,92.76,6.95,3,6:25 am,12:19 pm,18:24 pm,9,active,hog finisher,hog finisher,manual,everyday
31,16.1,1.79,3,5:41 am,12:17 pm,18:37 pm,7,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
139,77.66,5.51,3,5:04 am,12:04 pm,18:55 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
35,17.75,1.39,3,6:16 am,11:56 am,17:13 pm,16,active,hog pre-starter,hog pre-starter,manual,everyday
84,47.13,4.01,3,5:24 am,12:25 pm,17:49 pm,20,inactive,hog grower,hog grower,auto_feeder_v2,everyday
102,56.73,3.76,3,7:48 am,11:06 am,17:41 pm,17,active,hog grower,hog grower,manual,everyday
57,31.0,3.47,3,6:16 am,12:57 pm,17:16 pm,10,active,hog starter,hog starter,manual,everyday
31,17.76,1.58,3,6:11 am,12:49 pm,16:06 pm,10,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
121,67.35,3.6,3,5:45 am,12:03 pm,16:21 pm,17,active,hog grower,hog grower,auto_feeder_v1,everyday
141,76.84,6.0,3,5:38 am,12:35 pm,17:23 pm,14,active,hog finisher,hog finisher,auto_feeder_v2,everyday
142,79.08,6.95,3,7:35 am,11:24 am,17:07 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
41,22.66,1.29,3,5:53 am,12:09 pm,18:22 pm,19,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
173,95.0,6.08,3,5:38 am,11:16 am,17:00 pm,20,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
84,44.92,4.11,3,6:21 am,11:02 am,17:08 pm,16,active,hog grower,hog grower,auto_feeder_v1,everyday
100,55.59,4.29,3,6:30 am,11:40 am,16:57 pm,8,active,hog grower,hog grower,manual,everyday
76,41.66,2.89,3,5:51 am,12:42 pm,16:20 pm,9,active,hog starter,hog starter,auto_feeder_v2,everyday
171,93.64,6.5,3,7:12 am,12:01 pm,17:02 pm,17,active,hog finisher,hog finisher,manual,everyday
113,62.66,5.31,3,6:06 am,11:12 am,17:33 pm,17,active,hog grower,hog grower,manual,everyday
84,47.52,3.68,3,5:26 am,11:44 am,18:08 pm,13,active,hog grower,hog grower,auto_feeder_v1,everyday
51,29.5,2.76,3,7:49 am,11:49 am,17:12 pm,18,active,hog starter,hog starter,auto_feeder_v1,everyday
86,46.27,4.99,3,5:13 am,12:48 pm,18:48 pm,14,inactive,hog grower,hog grower,auto_feeder_v2,everyday
163,88.21,5.96,3,6:03 am,11:17 am,17:18 pm,6,active,hog finisher,hog finisher,manual,everyday
106,57.11,4.73,3,6:32 am,11:44 am,16:04 pm,10,active,hog grower,hog grower,manual,everyday
106,57.55,5.12,3,6:28 am,12:23 pm,16:17 pm,6,active,hog grower,hog grower,auto_feeder_v1,everyday
65,35.8,3.18,3,6:52 am,11:33 am,18:33 pm,11,active,hog starter,hog starter,auto_feeder_v2,everyday
51,26.96,2.98,3,7:45 am,11:28 am,17:07 pm,8,active,hog starter,hog starter,manual,everyday
172,95.49,6.05,3,5:23 am,11:31 am,17:10 pm,15,active,hog finisher,hog finisher,auto_feeder_v2,everyday
150,82.08,6.99,3,6:20 am,11:52 am,16:30 pm,16,active,hog finisher,hog finisher,auto_feeder_v2,everyday
93,51.22,5.29,3,5:36 am,11:45 am,17:52 pm,13,active,hog grower,hog grower,auto_feeder_v1,everyday
90,48.03,3.63,3,6:02 am,11:44 am,18:21 pm,19,active,hog grower,hog grower,auto_feeder_v2,everyday
33,19.3,1.21,3,5:27 am,12:21 pm,18:18 pm,14,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
103,57.07,3.94,3,6:46 am,12:30 pm,16:13 pm,14,active,hog grower,hog grower,auto_feeder_v2,everyday
82,44.18,4.55,3,5:07 am,12:21 pm,17:48 pm,7,active,hog grower,hog grower,auto_feeder_v1,everyday
167,92.27,6.99,3,5:15 am,11:20 am,17:45 pm,18,active,hog finisher,hog finisher,manual,everyday
56,30.37,2.18,3,7:31 am,12:56 pm,17:19 pm,14,inactive,hog starter,hog starter,auto_feeder_v2,everyday
105,56.87,3.62,3,7:14 am,11:37 am,16:36 pm,5,active,hog grower,hog grower,auto_feeder_v1,everyday
130,70.41,4.22,3,6:24 am,11:04 am,17:20 pm,10,active,hog grower,hog grower,auto_feeder_v1,everyday
174,96.04,6.15,3,7:58 am,12:49 pm,16:42 pm,18,active,hog finisher,hog finisher,auto_feeder_v2,everyday
73,40.72,2.96,3,5:44 am,11:46 am,18:58 pm,15,inactive,hog starter,hog starter,manual,everyday
147,81.07,6.27,3,7:13 am,12:58 pm,16:56 pm,17,active,hog finisher,hog finisher,auto_feeder_v1,everyday
102,57.03,3.67,3,5:02 am,12:04 pm,16:27 pm,5,active,hog grower,hog grower,manual,everyday
120,66.45,4.75,3,7:12 am,12:24 pm,18:02 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
145,79.53,6.35,3,5:40 am,12:51 pm,16:44 pm,8,active,hog finisher,hog finisher,manual,everyday
137,74.56,6.0,3,7:01 am,11:55 am,16:42 pm,17,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
48,25.48,1.63,3,5:13 am,11:56 am,16:08 pm,16,active,hog pre-starter,hog pre-starter,manual,everyday
50,28.51,1.73,3,5:15 am,11:35 am,17:48 pm,13,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
79,44.36,2.32,3,5:02 am,12:49 pm,16:54 pm,14,active,hog starter,hog starter,auto_feeder_v2,everyday
64,36.27,2.35,3,7:35 am,12:18 pm,17:37 pm,16,active,hog starter,hog starter,manual,everyday
179,98.94,6.76,3,6:59 am,11:43 am,17:47 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
128,69.16,4.63,3,6:59 am,12:48 pm,16:43 pm,10,active,hog grower,hog grower,auto_feeder_v2,everyday
158,86.88,5.61,3,5:27 am,12:21 pm,18:49 pm,11,active,hog finisher,hog finisher,auto_feeder_v1,everyday
178,98.69,5.84,3,7:50 am,11:37 am,18:25 pm,16,active,hog finisher,hog finisher,manual,everyday
80,44.65,2.62,3,5:41 am,12:05 pm,17:30 pm,14,active,hog starter,hog starter,auto_feeder_v1,everyday
110,59.02,3.89,3,6:36 am,12:47 pm,17:48 pm,6,inactive,hog grower,hog grower,auto_feeder_v2,everyday
121,67.75,4.05,3,6:55 am,12:50 pm,17:55 pm,6,active,hog grower,hog grower,auto_feeder_v1,everyday
139,74.96,6.99,3,7:43 am,12:25 pm,16:15 pm,6,active,hog finisher,hog finisher,auto_feeder_v1,everyday
116,64.21,3.63,3,7:17 am,12:24 pm,16:09 pm,19,inactive,hog grower,hog grower,auto_feeder_v1,everyday
158,88.05,6.78,3,7:45 am,11:49 am,16:19 pm,8,active,hog finisher,hog finisher,auto_feeder_v2,everyday
66,37.21,3.03,3,5:58 am,12:36 pm,16:08 pm,11,active,hog starter,hog starter,auto_feeder_v2,everyday
60,31.61,2.83,3,7:17 am,11:54 am,18:46 pm,7,active,hog starter,hog starter,auto_feeder_v2,everyday
73,38.93,3.21,3,7:55 am,11:28 am,18:59 pm,12,active,hog starter,hog starter,auto_feeder_v2,everyday
147,82.27,6.46,3,6:42 am,11:47 am,16:15 pm,20,active,hog finisher,hog finisher,manual,everyday
81,44.11,4.84,3,6:26 am,11:47 am,16:30 pm,13,active,hog grower,hog grower,auto_feeder_v1,everyday
35,19.18,1.23,3,5:03 am,11:02 am,17:28 pm,16,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
37,18.98,1.53,3,7:49 am,11:16 am,18:26 pm,9,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
158,86.82,6.25,3,7:54 am,12:51 pm,16:22 pm,19,active,hog finisher,hog finisher,manual,everyday
147,80.7,6.55,3,7:47 am,11:33 am,18:37 pm,9,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
106,59.53,3.53,3,5:18 am,11:21 am,16:17 pm,7,active,hog grower,hog grower,auto_feeder_v2,everyday
104,57.62,5.11,3,5:55 am,12:35 pm,18:34 pm,18,active,hog grower,hog grower,auto_feeder_v1,everyday
81,43.17,5.09,3,7:09 am,12:53 pm,17:20 pm,16,active,hog grower,hog grower,auto_feeder_v2,everyday
65,35.81,3.06,3,6:38 am,12:59 pm,17:05 pm,15,active,hog starter,hog starter,auto_feeder_v2,everyday
71,39.31,3.28,3,6:02 am,12:24 pm,16:00 pm,13,active,hog starter,hog starter,manual,everyday
178,98.76,6.87,3,6:49 am,12:40 pm,18:27 pm,17,inactive,hog finisher,hog finisher,manual,everyday
66,35.35,3.11,3,7:35 am,11:33 am,18:51 pm,17,active,hog starter,hog starter,auto_feeder_v2,everyday
32,18.57,1.32,3,6:06 am,12:34 pm,17:39 pm,7,active,hog pre-starter,hog pre-starter,manual,everyday
178,97.03,5.55,3,7:08 am,11:29 am,17:16 pm,18,active,hog finisher,hog finisher,manual,everyday
135,74.52,5.7,3,7:38 am,11:50 am,16:31 pm,6,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
92,49.27,4.7,3,7:38 am,11:54 am,17:24 pm,15,active,hog grower,hog grower,auto_feeder_v1,everyday
126,69.26,5.44,3,7:32 am,12:24 pm,17:22 pm,5,active,hog grower,hog grower,auto_feeder_v2,everyday
147,81.75,6.28,3,6:20 am,11:53 am,18:24 pm,19,active,hog finisher,hog finisher,auto_feeder_v1,everyday
79,42.44,3.06,3,5:33 am,12:05 pm,16:26 pm,11,active,hog starter,hog starter,auto_feeder_v1,everyday
131,72.88,6.87,3,7:07 am,11:34 am,18:35 pm,16,active,hog finisher,hog finisher,auto_feeder_v2,everyday
158,88.34,5.63,3,5:33 am,11:03 am,17:23 pm,5,active,hog finisher,hog finisher,auto_feeder_v1,everyday
145,81.09,6.77,3,7:06 am,11:14 am,18:54 pm,19,active,hog finisher,hog finisher,manual,everyday
59,31.52,3.26,3,7:40 am,11:42 am,17:38 pm,16,inactive,hog starter,hog starter,auto_feeder_v2,everyday
101,56.32,3.81,3,7:30 am,12:04 pm,17:00 pm,8,active,hog grower,hog grower,auto_feeder_v2,everyday
34,17.22,1.22,3,6:38 am,11:54 am,16:16 pm,19,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
100,55.46,4.26,3,7:34 am,11:31 am,17:56 pm,18,active,hog grower,hog grower,auto_feeder_v1,everyday
131,71.16,5.98,3,7:48 am,12:51 pm,17:28 pm,17,active,hog finisher,hog finisher,auto_feeder_v2,everyday
47,24.51,1.4,3,5:51 am,11:56 am,17:26 pm,14,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
45,23.71,1.27,3,5:15 am,12:31 pm,17:56 pm,7,inactive,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
75,40.97,2.9,3,7:48 am,11:35 am,18:09 pm,10,active,hog starter,hog starter,auto_feeder_v2,everyday
165,89.88,6.16,3,7:10 am,12:22 pm,18:13 pm,14,active,hog finisher,hog finisher,auto_feeder_v2,everyday
112,61.12,3.76,3,6:42 am,11:17 am,18:56 pm,14,active,hog grower,hog grower,auto_feeder_v2,everyday
163,88.49,6.39,3,7:50 am,11:06 am,18:52 pm,13,active,hog finisher,hog finisher,auto_feeder_v2,everyday
99,55.73,4.75,3,6:19 am,11:00 am,16:48 pm,9,active,hog grower,hog grower,auto_feeder_v1,everyday
59,31.44,3.44,3,6:47 am,11:36 am,18:27 pm,20,active,hog starter,hog starter,auto_feeder_v2,everyday
175,95.67,5.92,3,5:02 am,11:55 am,18:29 pm,18,active,hog finisher,hog finisher,auto_feeder_v2,everyday
122,66.95,4.62,3,6:39 am,11:14 am,16:20 pm,16,active,hog grower,hog grower,manual,everyday
77,40.96,2.33,3,5:16 am,11:06 am,17:34 pm,8,inactive,hog starter,hog starter,auto_feeder_v2,everyday
86,47.64,4.8,3,5:06 am,12:29 pm,17:42 pm,8,inactive,hog grower,hog grower,auto_feeder_v1,everyday
87,49.28,4.03,3,6:59 am,12:02 pm,18:09 pm,9,active,hog grower,hog grower,auto_feeder_v2,everyday
33,19.53,1.6,3,7:34 am,11:26 am,16:40 pm,18,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
83,45.71,4.72,3,6:38 am,11:56 am,16:13 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
97,53.81,5.13,3,7:06 am,11:40 am,18:26 pm,12,active,hog grower,hog grower,manual,everyday
178,97.61,6.73,3,7:25 am,11:34 am,17:11 pm,5,active,hog finisher,hog finisher,manual,everyday
108,58.86,3.53,3,7:25 am,12:08 pm,17:05 pm,15,inactive,hog grower,hog grower,auto_feeder_v2,everyday
94,51.4,5.25,3,5:15 am,12:05 pm,16:14 pm,8,active,hog grower,hog grower,manual,everyday
125,68.52,4.23,3,6:57 am,12:03 pm,16:12 pm,13,active,hog grower,hog grower,manual,everyday
175,97.02,6.54,3,7:14 am,11:44 am,17:51 pm,11,active,hog finisher,hog finisher,manual,everyday
34,18.63,1.66,3,7:04 am,12:09 pm,17:10 pm,20,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
69,37.21,3.0,3,5:11 am,11:37 am,17:29 pm,8,active,hog starter,hog starter,manual,everyday
142,76.93,5.55,3,7:58 am,11:28 am,18:12 pm,20,active,hog finisher,hog finisher,auto_feeder_v2,everyday
53,30.56,3.31,3,7:11 am,12:17 pm,17:13 pm,6,active,hog starter,hog starter,manual,everyday
157,85.7,6.83,3,6:54 am,12:11 pm,18:30 pm,12,active,hog finisher,hog finisher,auto_feeder_v2,everyday
155,85.86,5.83,3,7:11 am,12:12 pm,17:31 pm,18,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
141,76.71,6.55,3,7:17 am,11:24 am,17:42 pm,11,active,hog finisher,hog finisher,auto_feeder_v2,everyday
78,42.71,2.43,3,6:43 am,12:23 pm,17:07 pm,20,inactive,hog starter,hog starter,manual,everyday
40,21.57,1.22,3,5:08 am,11:23 am,17:04 pm,10,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
87,46.74,4.4,3,7:42 am,11:09 am,18:27 pm,9,active,hog grower,hog grower,manual,everyday
90,49.02,4.02,3,5:34 am,12:03 pm,16:22 pm,10,inactive,hog grower,hog grower,auto_feeder_v1,everyday
179,97.44,6.43,3,7:27 am,12:57 pm,18:43 pm,18,active,hog finisher,hog finisher,manual,everyday
89,48.15,5.14,3,6:14 am,11:40 am,16:50 pm,7,active,hog grower,hog grower,auto_feeder_v1,everyday
124,67.85,3.83,3,6:02 am,11:17 am,17:18 pm,13,active,hog grower,hog grower,manual,everyday
60,34.18,2.57,3,6:57 am,12:48 pm,18:36 pm,16,active,hog starter,hog starter,auto_feeder_v1,everyday
149,82.25,6.13,3,7:23 am,11:23 am,18:09 pm,11,active,hog finisher,hog finisher,manual,everyday
157,85.35,5.51,3,5:09 am,12:13 pm,18:18 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
89,48.67,4.72,3,6:30 am,12:17 pm,18:08 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
140,76.56,6.86,3,6:07 am,12:11 pm,18:42 pm,14,active,hog finisher,hog finisher,auto_feeder_v2,everyday
66,36.11,2.37,3,7:15 am,11:27 am,17:51 pm,20,active,hog starter,hog starter,auto_feeder_v1,everyday
171,94.67,6.72,3,5:52 am,12:23 pm,16:25 pm,17,inactive,hog finisher,hog finisher,manual,everyday
150,83.43,6.72,3,7:02 am,12:08 pm,16:07 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
155,84.06,5.87,3,7:53 am,11:44 am,18:19 pm,19,active,hog finisher,hog finisher,auto_feeder_v2,everyday
158,86.84,6.6,3,7:51 am,11:53 am,18:30 pm,13,active,hog finisher,hog finisher,auto_feeder_v2,everyday
43,23.31,1.53,3,7:42 am,11:14 am,18:08 pm,14,active,hog pre-starter,hog pre-starter,manual,everyday
157,85.66,6.81,3,7:41 am,12:04 pm,18:12 pm,13,active,hog finisher,hog finisher,auto_feeder_v2,everyday
179,97.77,5.99,3,5:33 am,12:45 pm,16:24 pm,8,active,hog finisher,hog finisher,auto_feeder_v1,everyday
120,64.91,4.99,3,6:40 am,12:18 pm,17:14 pm,10,active,hog grower,hog grower,auto_feeder_v1,everyday
152,83.17,6.97,3,5:28 am,11:58 am,18:11 pm,10,active,hog finisher,hog finisher,auto_feeder_v1,everyday
32,18.17,1.66,3,5:12 am,12:20 pm,16:28 pm,14,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
56,30.77,2.21,3,7:58 am,11:53 am,18:19 pm,10,active,hog starter,hog starter,auto_feeder_v2,everyday
72,39.52,2.54,3,6:52 am,11:16 am,16:28 pm,7,active,hog starter,hog starter,auto_feeder_v2,everyday
131,73.44,6.3,3,7:10 am,12:41 pm,17:46 pm,19,active,hog finisher,hog finisher,manual,everyday
41,22.93,1.44,3,5:51 am,11:16 am,18:41 pm,6,active,hog pre-starter,hog pre-starter,manual,everyday
58,31.96,2.3,3,5:54 am,11:55 am,16:40 pm,19,active,hog starter,hog starter,auto_feeder_v2,everyday
91,49.92,4.44,3,7:16 am,11:43 am,16:51 pm,5,active,hog grower,hog grower,manual,everyday
34,18.38,1.72,3,5:33 am,12:20 pm,17:39 pm,12,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
66,37.37,2.86,3,5:56 am,12:23 pm,17:08 pm,15,inactive,hog starter,hog starter,auto_feeder_v2,everyday
107,58.83,4.52,3,6:57 am,12:31 pm,18:56 pm,11,active,hog grower,hog grower,auto_feeder_v2,everyday
31,16.93,1.62,3,5:43 am,11:06 am,16:27 pm,11,active,hog pre-starter,hog pre-starter,manual,everyday
147,80.81,6.79,3,6:26 am,11:57 am,17:25 pm,14,active,hog finisher,hog finisher,auto_feeder_v2,everyday
32,18.28,1.73,3,7:02 am,12:34 pm,18:57 pm,16,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
38,20.68,1.23,3,6:34 am,12:54 pm,17:22 pm,20,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
48,26.55,1.72,3,7:46 am,11:15 am,16:07 pm,15,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
177,97.29,5.87,3,5:45 am,12:44 pm,16:02 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
99,53.28,4.11,3,7:50 am,12:42 pm,18:30 pm,15,inactive,hog grower,hog grower,auto_feeder_v1,everyday
31,15.67,1.36,3,5:45 am,11:40 am,16:55 pm,17,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
175,96.53,5.51,3,7:46 am,11:41 am,17:02 pm,13,active,hog finisher,hog finisher,manual,everyday
75,41.5,2.82,3,7:11 am,12:16 pm,17:11 pm,5,active,hog starter,hog starter,auto_feeder_v2,everyday
33,19.2,1.21,3,7:16 am,11:04 am,16:10 pm,6,active,hog pre-starter,hog pre-starter,manual,everyday
116,62.45,3.65,3,6:04 am,12:20 pm,18:25 pm,16,active,hog grower,hog grower,auto_feeder_v2,everyday
115,63.29,5.5,3,5:59 am,11:26 am,18:33 pm,13,inactive,hog grower,hog grower,auto_feeder_v2,everyday
119,65.29,5.33,3,7:02 am,12:53 pm,16:56 pm,13,inactive,hog grower,hog grower,manual,everyday
77,42.2,2.74,3,7:33 am,12:33 pm,18:42 pm,14,active,hog starter,hog starter,manual,everyday
109,59.48,3.92,3,5:40 am,11:22 am,16:19 pm,12,active,hog grower,hog grower,manual,everyday
89,47.51,4.89,3,6:27 am,12:21 pm,16:59 pm,13,active,hog grower,hog grower,auto_feeder_v1,everyday
90,50.9,4.53,3,7:24 am,11:14 am,16:02 pm,8,active,hog grower,hog grower,auto_feeder_v1,everyday
67,35.61,2.26,3,6:14 am,12:32 pm,16:15 pm,19,inactive,hog starter,hog starter,auto_feeder_v1,everyday
109,60.48,4.59,3,7:42 am,12:13 pm,16:46 pm,7,active,hog grower,hog grower,manual,everyday
55,31.69,3.31,3,7:11 am,11:19 am,17:38 pm,13,inactive,hog starter,hog starter,manual,everyday
37,19.89,1.67,3,6:38 am,12:14 pm,18:34 pm,14,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
39,22.35,1.73,3,7:30 am,11:53 am,17:47 pm,5,active,hog pre-starter,hog pre-starter,manual,everyday
169,91.56,6.67,3,6:31 am,12:45 pm,16:40 pm,8,active,hog finisher,hog finisher,auto_feeder_v2,everyday
71,40.18,2.35,3,5:06 am,12:16 pm,18:14 pm,16,active,hog starter,hog starter,auto_feeder_v1,everyday
159,88.01,6.03,3,7:58 am,12:14 pm,16:39 pm,17,active,hog finisher,hog finisher,auto_feeder_v2,everyday
163,90.46,6.09,3,5:26 am,12:05 pm,18:32 pm,14,active,hog finisher,hog finisher,manual,everyday
143,79.89,6.59,3,6:05 am,12:02 pm,16:28 pm,14,active,hog finisher,hog finisher,manual,everyday
180,99.15,6.65,3,5:51 am,11:49 am,16:35 pm,10,active,hog finisher,hog finisher,manual,everyday
173,95.33,6.15,3,6:52 am,12:15 pm,17:17 pm,6,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
80,45.44,3.46,3,6:04 am,12:47 pm,16:40 pm,8,active,hog starter,hog starter,manual,everyday
145,79.58,6.04,3,6:58 am,12:11 pm,18:00 pm,13,active,hog finisher,hog finisher,auto_feeder_v1,everyday
121,66.63,5.08,3,6:32 am,12:55 pm,17:23 pm,9,active,hog grower,hog grower,auto_feeder_v2,everyday
77,43.59,2.48,3,7:17 am,11:53 am,18:06 pm,17,active,hog starter,hog starter,auto_feeder_v1,everyday
168,93.7,6.69,3,6:11 am,12:49 pm,16:13 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
96,52.13,4.04,3,7:43 am,11:22 am,17:01 pm,10,active,hog grower,hog grower,manual,everyday
174,95.48,6.41,3,5:11 am,12:42 pm,18:45 pm,10,active,hog finisher,hog finisher,manual,everyday
126,69.05,4.96,3,7:28 am,12:14 pm,17:18 pm,14,active,hog grower,hog grower,manual,everyday
138,75.95,6.65,3,6:55 am,11:59 am,16:48 pm,14,inactive,hog finisher,hog finisher,manual,everyday
131,71.05,6.11,3,5:26 am,12:31 pm,17:26 pm,8,active,hog finisher,hog finisher,auto_feeder_v2,everyday
47,24.53,1.44,3,7:41 am,11:35 am,17:31 pm,11,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
105,58.26,3.94,3,6:19 am,12:56 pm,17:04 pm,9,active,hog grower,hog grower,manual,everyday
129,71.21,4.6,3,7:19 am,12:46 pm,17:45 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
169,92.2,5.77,3,5:10 am,11:00 am,18:55 pm,10,active,hog finisher,hog finisher,auto_feeder_v2,everyday
143,78.26,6.0,3,5:14 am,11:59 am,18:26 pm,5,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
137,76.82,6.81,3,7:22 am,12:09 pm,17:24 pm,18,active,hog finisher,hog finisher,manual,everyday
161,87.66,5.87,3,6:21 am,11:24 am,16:34 pm,14,active,hog finisher,hog finisher,auto_feeder_v2,everyday
139,76.28,6.81,3,6:23 am,12:27 pm,16:36 pm,9,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
32,18.55,1.25,3,7:35 am,12:17 pm,18:43 pm,19,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
142,76.8,6.01,3,7:50 am,12:55 pm,18:39 pm,12,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
52,29.81,3.47,3,5:57 am,12:48 pm,17:11 pm,6,inactive,hog starter,hog starter,auto_feeder_v1,everyday
